epass_name,google_name,osm_name,osm_id,latitude,longitude,distance_to_origin,origin_osm_id,origin_osm_name,origin_osm_latitude,origin_osm_longitude,google_maps_url
Nút giao Chợ Lầu,Trạm Thu phí Chợ Lầu,Trạm Thu phí Chợ Lầu,10852800021,11.262766399518206,108.4911356,4.6,10852800021,Trạm Thu phí Chợ Lầu,11.262741399518205,108.49110159999998,"https://www.google.com/maps/place/11%C2%B015'46.0%22N+108%C2%B029'28.1%22E/@11.2627664,108.4885607,749m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d11.2627664!4d108.4911356?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D"
Nút giao Chợ Lầu,Trạm Thu phí Chợ Lầu,Trạm Thu phí Chợ Lầu,10852800021,11.262766399518206,108.4911356,158.8,13594729809,Trạm Thu phí Chợ Lầu,11.262243199518169,108.4924901,"https://www.google.com/maps/place/11%C2%B015'46.0%22N+108%C2%B029'28.1%22E/@11.2627664,108.4885607,749m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d11.2627664!4d108.4911356?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D"
Nút giao Chợ Lầu,Trạm Thu phí Chợ Lầu,Trạm Thu phí Chợ Lầu,10852800021,11.262766399518206,108.4911356,323.4,10852800032,Trạm Thu phí Chợ Lầu - nh 2,11.265039299518378,108.48928559999999,"https://www.google.com/maps/place/11%C2%B015'46.0%22N+108%C2%B029'28.1%22E/@11.2627664,108.4885607,749m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d11.2627664!4d108.4911356?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D"
Nút giao Chợ Lầu,Trạm Thu phí Chợ Lầu,Trạm Thu phí Chợ Lầu,10852800021,11.262766399518206,108.4911356,418.1,13594729820,Trạm Thu phí Chợ Lầu - nh 2,11.265477599518416,108.4884793,"https://www.google.com/maps/place/11%C2%B015'46.0%22N+108%C2%B029'28.1%22E/@11.2627664,108.4885607,749m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d11.2627664!4d108.4911356?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D"
Nút giao Ma Lâm,Trạm Thu phí Ma Lâm,Trạm Thu phí Ma Lâm,13594711865,11.089454499505129,108.1323194,0.0,13594711865,Trạm Thu phí Ma Lâm,11.089454499505127,108.13231939999999,"https://www.google.com/maps/place/11%C2%B005'22.0%22N+108%C2%B007'56.4%22E/@11.0921994,108.1313957,16.89z/data=!4m4!3m3!8m2!3d11.0894545!4d108.1323194?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D"
Nút giao Ma Lâm,Trạm Thu phí Ma Lâm,Trạm Thu phí Ma Lâm,13594711865,11.089454499505129,108.1323194,26.6,13594711866,Trạm Thu phí Ma Lâm,11.089432299505129,108.132562,"https://www.google.com/maps/place/11%C2%B005'22.0%22N+108%C2%B007'56.4%22E/@11.0921994,108.1313957,16.89z/data=!4m4!3m3!8m2!3d11.0894545!4d108.1323194?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D"
Nút giao Đại Ninh,Trạm thu phí Đại Ninh,Trạm Thu phí Đại Ninh,11866479440,11.253188899517466,108.3460087,0.0,11866479440,Trạm Thu phí Đại Ninh,11.253188899517466,108.3460087,
Nút giao Đại Ninh,Trạm thu phí Đại Ninh,Trạm Thu phí Đại Ninh,11866479440,11.253188899517466,108.3460087,22.8,11866479447,Trạm Thu phí Đại Ninh,11.253193499517469,108.3457997,
Nút giao Vĩnh Hảo,Trạm thu phí Vĩnh Hảo,Trạm Thu phí Vĩnh Hảo,11865554273,11.304354799521436,108.7250364,1.4,11865554273,Trạm Thu phí Vĩnh Hảo,11.304349999521433,108.72502409999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+V%C4%A9nh+H%E1%BA%A3o/data=!4m7!3m6!1s0x3176d7003ad24807:0xbc7532fe4e387f23!8m2!3d11.3043986!4d108.7250775!16s%2Fg%2F11z1k7x_9n!19sChIJB0jSOgDXdjERI384Tv4ydbw?authuser=0&hl=vi&rclk=1
Nút giao Vĩnh Hảo,Trạm thu phí Vĩnh Hảo,Trạm Thu phí Vĩnh Hảo,11865554273,11.304354799521436,108.7250364,9.0,11865554272,Trạm Thu phí Vĩnh Hảo,11.304435699521445,108.72503499999999,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+V%C4%A9nh+H%E1%BA%A3o/data=!4m7!3m6!1s0x3176d7003ad24807:0xbc7532fe4e387f23!8m2!3d11.3043986!4d108.7250775!16s%2Fg%2F11z1k7x_9n!19sChIJB0jSOgDXdjERI384Tv4ydbw?authuser=0&hl=vi&rclk=1
Nút giao Phan Thiết,Trạm Thu phí Ba Bàu,Trạm Thu phí Ba Bàu,13594672376,10.932602371898122,107.96800349083978,700.0,13459444107,Trạm Thu phí Ba Bàu - nh 2,10.934378299493963,107.97708,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+N%C3%BAt+Giao+Ba+B%C3%A0u/@10.9334786,107.9673705,1499m/data=!3m1!1e3!4m10!1m2!2m1!1zVHLhuqFtIHRodSBwaMOtIG7DunQgZ2lhbyBCYSBCw6B1!3m6!1s0x31742900798d9d95:0x2fbc2c94b3fe0980!8m2!3d10.9343717!4d107.9770449!15sCiFUcuG6oW0gdGh1IHBow60gbsO6dCBnaWFvIEJhIELDoHWSAQx0b2xsX3N0YXRpb27gAQA!16s%2Fg%2F11z5s_q51k?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D
"
