osm_id,epass_name,google_name,osm_name,latitude,longitude,google_maps_url,distance_to_origin,origin_osm_id,origin_osm_name,origin_osm_latitude,origin_osm_longitude
12723387255,Bắc Quảng Ngãi,Trạm thu phí Bắc Quảng Ngãi,Trạm thu phí Bắc Quảng Ngãi,15.157886899925956,108.751731,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+Qu%E1%BA%A3ng+Ng%C3%A3i/data=!4m7!3m6!1s0x3169ad0597f73d8f:0x2ecfcbe869c3a93e!8m2!3d15.1578704!4d108.751739!16s%2Fg%2F11h4d3p847!19sChIJjz33lwWtaTERPqnDaejLzy4?authuser=0&hl=vi&rclk=1,0.0,12723387255,Trạm Thu Phí Bắc Quảng Ngãi,15.157886899925956,108.75173099999999
12723387255,Bắc Quảng Ngãi,Trạm thu phí Bắc Quảng Ngãi,Trạm thu phí Bắc Quảng Ngãi,15.157886899925956,108.751731,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+Qu%E1%BA%A3ng+Ng%C3%A3i/data=!4m7!3m6!1s0x3169ad0597f73d8f:0x2ecfcbe869c3a93e!8m2!3d15.1578704!4d108.751739!16s%2Fg%2F11h4d3p847!19sChIJjz33lwWtaTERPqnDaejLzy4?authuser=0&hl=vi&rclk=1,15.6,12723387254,Trạm Thu Phí Bắc Quảng Ngãi,15.157841899925945,108.75159319999999
12725719649,Chu Lai,Trạm thu phí Chu Lai,Trạm thu phí Chu Lai,15.442284099959496,108.59304729999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Chu+Lai/data=!4m7!3m6!1s0x3169c7d2f9c72401:0xfde2c2a7d80d21f0!8m2!3d15.4422387!4d108.593055!16s%2Fg%2F11h4nd1627!19sChIJASTH-dLHaTER8CEN2KfC4v0?authuser=0&hl=vi&rclk=1,0.0,12725719649,Trạm Thu Phí Chu Lai,15.442284099959496,108.59304729999998
12725719649,Chu Lai,Trạm thu phí Chu Lai,Trạm thu phí Chu Lai,15.442284099959496,108.59304729999998,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Chu+Lai/data=!4m7!3m6!1s0x3169c7d2f9c72401:0xfde2c2a7d80d21f0!8m2!3d15.4422387!4d108.593055!16s%2Fg%2F11h4nd1627!19sChIJASTH-dLHaTER8CEN2KfC4v0?authuser=0&hl=vi&rclk=1,26.4,12725719644,Trạm Thu Phí Chu Lai,15.442138199959478,108.59324149999999
10236670094,Dung Quất,Trạm thu phí Dung quất,Trạm thu phí Dung Quất,15.352231199948896,108.7340259,,0.0,10236670094,Trạm thu phí Dung Quất,15.352231199948895,108.73402589999999
10236670094,Dung Quất,Trạm thu phí Dung quất,Trạm thu phí Dung Quất,15.352231199948896,108.7340259,,13.2,10236670095,Trạm thu phí Dung Quất,15.352112299948876,108.73402259999999
1374419129,Hà Lam,Trạm Thu phí Hà Lam,Trạm Thu phí Hà Lam,15.71029794576383,108.33535277554552,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+Lam/data=!4m7!3m6!1s0x3169e193e837aa59:0xa44e1bf3352a06f7!8m2!3d15.7102784!4d108.3354004!16s%2Fg%2F11g0gmnb7_!19sChIJWao36JPhaTER9wYqNfMbTqQ?authuser=0&hl=vi&rclk=1,6.8,12725719691,Trạm thu phí Hà Lam,15.7102491999909,108.3353142
1374419129,Hà Lam,Trạm Thu phí Hà Lam,Trạm Thu phí Hà Lam,15.71029794576383,108.33535277554552,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+Lam/data=!4m7!3m6!1s0x3169e193e837aa59:0xa44e1bf3352a06f7!8m2!3d15.7102784!4d108.3354004!16s%2Fg%2F11g0gmnb7_!19sChIJWao36JPhaTER9wYqNfMbTqQ?authuser=0&hl=vi&rclk=1,9.0,12725719694,Trạm thu phí Hà Lam,15.710337799990912,108.33542630000001
1374419135,Phong Thử,Trạm thu phí Phong Thử,Trạm thu phí Phong Thử,15.890632603734034,108.17368595254888,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Phong+Th%E1%BB%AD/data=!4m7!3m6!1s0x314204f68cb8eb1d:0xd9d31856bb0981d0!8m2!3d15.8905526!4d108.1736457!16s%2Fg%2F11gf9790vd!19sChIJHeu4jPYEQjER0IEJu1YY09k?authuser=0&hl=vi&rclk=1,7.1,12725730529,Trạm thu phí Phong Thử,15.890603700011868,108.17374489999999
1374419135,Phong Thử,Trạm thu phí Phong Thử,Trạm thu phí Phong Thử,15.890632603734034,108.17368595254888,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Phong+Th%E1%BB%AD/data=!4m7!3m6!1s0x314204f68cb8eb1d:0xd9d31856bb0981d0!8m2!3d15.8905526!4d108.1736457!16s%2Fg%2F11gf9790vd!19sChIJHeu4jPYEQjER0IEJu1YY09k?authuser=0&hl=vi&rclk=1,12.3,12725730524,Trạm thu phí Phong Thử,15.890653700011867,108.173573
