osm_id,osm_latitude,osm_longitude,verified,epass_name,osm_name,Tọa độ vị trí,google_name,google_latitude,google_longitude,distance,google_address,tên khác,google_maps_url,google_place_id,google_cid
10198877242,18.640936300287912,105.6991218,1,Bến Thủy 2,Trạm thu phí Cầu Bến Thuỷ 2,"18.64100343216463, 105.6990492107177",Trạm thu phí Cầu Bến Thuỷ 2,18.6408,105.699069,16.144639528788506,"JMRX+8JG Trạm Thu phí Cầu Bến Thuỷ 2, AH1, Lam Thành, Nghệ An, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%BFn+Thu%E1%BB%B7+2/data=!4m7!3m6!1s0x3139cc233b3e30d5:0x4de96a2f8b014877!8m2!3d18.6408002!4d105.6990692!16s%2Fg%2F11fzf13zck!19sChIJ1TA-OyPMOTERd0gBiy9q6U0?authuser=0&hl=vi&rclk=1,ChIJ1TA-OyPMOTERd0gBiy9q6U0,5614135162922158199
12600009196,18.534202100279487,105.6580146,1,Nút giao QL8A,Trạm Thu phí Quốc lộ 8A,"18.534196, 105.657742",Trạm Thu phí Quốc lộ 8A,18.534196,105.657742,28.74759506752549,"GMM4+7V Trạm Thu phí Quốc lộ 8A, Đức Thịnh, Hà Tĩnh, Việt Nam",Trạm Thu phí Quốc lộ 8A,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+8A/data=!4m7!3m6!1s0x3139c9004950d87b:0x8ddd89b493bed39d!8m2!3d18.5341964!4d105.6577418!16s%2Fg%2F11x32x4s9q!19sChIJe9hQSQDJOTERndO-k7SJ3Y0?authuser=0&hl=vi&rclk=1,ChIJe9hQSQDJOTERndO-k7SJ3Y0,10222478137866769309
668714123,17.890236200223878,106.4508467,1,Tasco Quảng Bình,Trạm thu phí TASCO Quảng Bình,"17.890216, 106.450909",Trạm thu phí TASCO Quảng Bình,17.890216,106.450909,6.964627631487348,"VFR2+39M Trạm Thu Phí TASCO Quảng Bình, Phú Trạch, Quảng Trị, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+TASCO+Qu%E1%BA%A3ng+B%C3%ACnh/data=!4m7!3m6!1s0x31389ca4896368dd:0xbb5d35eb986ccd39!8m2!3d17.8902161!4d106.4509095!16s%2Fg%2F11bw6rr5bk!19sChIJ3WhjiaScODEROc1smOs1Xbs?authuser=0&hl=vi&rclk=1,ChIJ3WhjiaScODEROc1smOs1Xbs,13501006543917468985
1175282468,17.391885866330295,106.64694542224848,1,Quán Hàu,Trạm thu phí Quán Hàu,"17.39189, 106.646929",Trạm thu phí Quán Hàu,17.39189,106.646929,1.802188496329447,"AH1, Quảng Ninh, Quảng Trị, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%C3%A1n+H%C3%A0u/data=!4m7!3m6!1s0x3147539981c55555:0xf8546d4d21b7dde!8m2!3d17.3918904!4d106.6469287!16s%2Fg%2F11cs3j_h5z!19sChIJVVXFgZlTRzER3n0b0tRGhQ8?authuser=0&hl=vi&rclk=1,ChIJVVXFgZlTRzER3n0b0tRGhQ8,1118377962343464414
3516472469,16.785203600112425,107.1500252,1,Đông Hà,Trạm thu phí Đông Hà,"16.78529369979839, 107.15001934467529",Trạm thu phí Đông Hà,16.785018,107.149829,29.362951377213225,"Q4PX+2W4 Trạm Thu phí Đông Hà, QL1A, Ái Tử, Quảng Trị, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%C3%B4ng+H%C3%A0/data=!4m7!3m6!1s0x3140e4fdc035c6b7:0x135f715620cbe283!8m2!3d16.7850177!4d107.1498289!16s%2Fg%2F11c533czsz!19sChIJt8Y1wP3kQDERg-LLIFZxXxM?authuser=0&hl=vi&rclk=1,ChIJt8Y1wP3kQDERg-LLIFZxXxM,1395959024239501955
6860166455,16.370315400066637,107.7249504,1,Phú Bài,Trạm Thu Phí Phú Bài,"16.370271, 107.724977",Trạm thu phí Phú Bài,16.370271,107.724977,5.694570163106207,"9PCF+4X5 Trạm Thu phí Phú Bài, AH1, Phú Bài, Huế, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ph%C3%BA+B%C3%A0i/data=!4m7!3m6!1s0x314199ae55bfffff:0x5afc509a542fd818!8m2!3d16.3702707!4d107.7249773!16s%2Fg%2F11c2k985mg!19sChIJ__-_Va6ZQTERGNgvVJpQ_Fo?authuser=0&hl=vi&rclk=1,ChIJ__-_Va6ZQTERGNgvVJpQ_Fo,6556203781312206872
668605383,16.228360900050603,108.0847514,1,Trạm thu phí Bắc Hầm Hải Vân,Trạm Thu Phí Hải Vân,"16.228523, 108.084722",Trạm thu phí hầm Hải Vân,16.228523,108.084722,18.29595698637509,"63HM+CV5 Trạm thu phí hầm Hải Vân, Chân Mây - Lăng Cô, Huế, Việt Nam",Trạm thu phí hầm Hải Vân,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+h%E1%BA%A7m+H%E1%BA%A3i+V%C3%A2n/data=!4m7!3m6!1s0x31422724a0fd76b3:0x9bbe411651e81dea!8m2!3d16.2285227!4d108.0847222!16s%2Fg%2F11c311d05k!19sChIJs3b9oCQnQjER6h3oURZBvps?authuser=0&hl=vi&rclk=1,ChIJs3b9oCQnQjER6h3oURZBvps,11222478885573107178
5589299568,15.930372400016466,108.2287068,1,Hòa Phước,Trạm thu phí Điện Bàn,"15.9303724, 108.2287068",Trạm thu phí Điện Bàn,15.930527,108.228712,1000.0,"W6JH+6F8 Nhà đất Trạm Thu phí Điện Bàn, AH1, Điện Bàn Bắc, Đà Nẵng, Việt Nam",,"https://www.google.com/maps/place/Nh%C3%A0+%C4%91%E1%BA%A5t+Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90i%E1%BB%87n+B%C3%A0n/@15.9305268,108.226137,734m/data=!3m1!1e3!4m14!1m7!3m6!1s0x31421aadaa40da2d:0x9b98928bfa69249a!2zTmjDoCDEkeG6pXQgVHLhuqFtIFRodSBwaMOtIMSQaeG7h24gQsOgbg!8m2!3d15.9305268!4d108.2287119!16s%2Fg%2F11c2j86x7c!3m5!1s0x31421aadaa40da2d:0x9b98928bfa69249a!8m2!3d15.9305268!4d108.2287119!16s%2Fg%2F11c2j86x7c?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",,0x314211002803bfd5:0x866ac438de653492
6888345522,15.972812000021358,108.16284480000002,1,Túy Loan,Trạm Thu Phí Tuý Loan,"15.972891, 108.162804",Trạm thu phí Túy Loan,15.972891,108.162804,9.80760790786836,"X5F7+543 Trạm Thu phí Túy Loan, Hòa Tiến, Đà Nẵng, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C3%BAy+Loan/data=!4m7!3m6!1s0x31421b75e974458b:0xca95bf9a1efd01af!8m2!3d15.9728908!4d108.1628043!16s%2Fg%2F11fy_r1ht7!19sChIJi0V06XUbQjERrwH9Hpq_lco?authuser=0&hl=vi&rclk=1,ChIJi0V06XUbQjERrwH9Hpq_lco,14597784435857097135
1374419135,15.890632603734034,108.17368595254888,1,Phong Thử,Trạm thu phí Phong Thử,"15.890553, 108.173646",Trạm thu phí Phong Thử,15.890553,108.173646,9.828837518317178,"V5RF+6FC Trạm Thu phí Phong Thử, Điện Bàn Tây, Đà Nẵng, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Phong+Th%E1%BB%AD/data=!4m7!3m6!1s0x314204f68cb8eb1d:0xd9d31856bb0981d0!8m2!3d15.8905526!4d108.1736457!16s%2Fg%2F11gf9790vd!19sChIJHeu4jPYEQjER0IEJu1YY09k?authuser=0&hl=vi&rclk=1,ChIJHeu4jPYEQjER0IEJu1YY09k,15695915887100527056
1374419129,15.71029794576383,108.33535277554552,1,Hà Lam,Trạm Thu phí Hà Lam,"15.710278, 108.3354",Trạm Thu phí Hà Lam,15.710278,108.3354,5.520099773595105,"P86P+456 Trạm Thu phí Hà Lam, ĐCT Đà Nẵng – Quảng Ngãi, Thăng Bình, Đà Nẵng, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+Lam/data=!4m7!3m6!1s0x3169e193e837aa59:0xa44e1bf3352a06f7!8m2!3d15.7102784!4d108.3354004!16s%2Fg%2F11g0gmnb7_!19sChIJWao36JPhaTER9wYqNfMbTqQ?authuser=0&hl=vi&rclk=1,ChIJWao36JPhaTER9wYqNfMbTqQ,11839431201786562295
6860284192,15.548552399971983,108.51842630000002,1,Tam Kỳ,Trạm thu phí Tam Kỳ,"15.548535, 108.518476",Trạm thu phí Tam Kỳ,15.548535,108.518476,5.664794771769048,"GGX9+C99 Trạm Thu phí Tam Kỳ, QL1A, Tam Xuân, Đà Nẵng, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Tam+K%E1%BB%B3/data=!4m7!3m6!1s0x3169dca970099499:0x4fe99dcae8a46f55!8m2!3d15.548535!4d108.5184763!16s%2Fg%2F11b67hd57c!19sChIJmZQJcKncaTERVW-k6Mqd6U8?authuser=0&hl=vi&rclk=1,ChIJmZQJcKncaTERVW-k6Mqd6U8,5758307093381934933
12725719649,15.442284099959496,108.59304729999998,1,Chu Lai,Trạm thu phí Chu Lai,"15.442218908762255, 108.59312384968172",Trạm thu phí Chu Lai,15.442239,108.593055,5.082341436475568,"CHRV+V6V Trạm Thu phí Chu Lai, ĐCT Đà Nẵng – Quảng Ngãi, Núi Thành, Đà Nẵng, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Chu+Lai/data=!4m7!3m6!1s0x3169c7d2f9c72401:0xfde2c2a7d80d21f0!8m2!3d15.4422387!4d108.593055!16s%2Fg%2F11h4nd1627!19sChIJASTH-dLHaTER8CEN2KfC4v0?authuser=0&hl=vi&rclk=1,ChIJASTH-dLHaTER8CEN2KfC4v0,18294398662472442352
10236670094,15.352231199948896,108.7340259,1,Dung Quất,Trạm thu phí Dung Quất,"15.352231199948896, 108.7340259",Trạm thu phí Dung quất,15.352231199948896,108.7340259,0.0,,Trạm thu phí Nút giao Dung quất,,,
12723387255,15.157886899925956,108.751731,1,Bắc Quảng Ngãi,Trạm thu phí Bắc Quảng Ngãi,"15.15789493740729, 108.75167401403287",Trạm thu phí Bắc Quảng Ngãi,15.15787,108.751739,2.066047560137953,"5Q52+4MX Trạm Thu phí Bắc Quảng Ngãi, Thôn Thọ, Sơn Tịnh, Quảng Ngãi, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+Qu%E1%BA%A3ng+Ng%C3%A3i/data=!4m7!3m6!1s0x3169ad0597f73d8f:0x2ecfcbe869c3a93e!8m2!3d15.1578704!4d108.751739!16s%2Fg%2F11h4d3p847!19sChIJjz33lwWtaTERPqnDaejLzy4?authuser=0&hl=vi&rclk=1,ChIJjz33lwWtaTERPqnDaejLzy4,3373138844991072574
1374419109,15.109496301711824,108.75765989541584,1,Quảng Ngãi,Trạm thu phí Quảng Ngãi - Đà Nẵng Km130,"15.109507, 108.757688",Trạm thu phí Quảng Ngãi,15.109507,108.757688,3.243105674032717,"4Q55+R34 Trạm Thu phí Quảng Ngãi, Nghĩa Giang, Quảng Ngãi, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BA%A3ng+Ng%C3%A3i/data=!4m7!3m6!1s0x3169ad39bbf78109:0xd1c368a4b7181adb!8m2!3d15.1095073!4d108.7576878!16s%2Fg%2F11h09px2dj!19sChIJCYH3uzmtaTER2xoYt6Row9E?authuser=0&hl=vi&rclk=1,ChIJCYH3uzmtaTER2xoYt6Row9E,15115039831041252059
6860315448,15.063467799914788,108.8395454,1,Tư Nghĩa,Trạm thu phí Tư Nghĩa,"15.063359, 108.839193",Trạm thu phí Tư Nghĩa,15.063359,108.839193,39.725616357694896,"3R7Q+8M Trạm Thu phí Tư Nghĩa, Tư Nghĩa, Quảng Ngãi, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C6%B0+Ngh%C4%A9a/data=!4m7!3m6!1s0x31685500638749d5:0x6128d340a90eed14!8m2!3d15.0633587!4d108.8391931!16s%2Fg%2F11vx4fnwwm!19sChIJ1UmHYwBVaDERFO0OqUDTKGE?authuser=0&hl=vi&rclk=1,ChIJ1UmHYwBVaDERFO0OqUDTKGE,7001077895415131412
8432045544,14.397198499836245,109.01778799999998,1,Bắc Bình Định,Trạm thu phí Bắc Bình Định,"14.397121956300554, 109.01784224540516",Trạm thu phí Bắc Bình Định,14.397124,109.017843,10.184029829419464,"92W9+R4W Trạm Thu phí Bắc Bình Định, AH1, Bồng Sơn, Gia Lai, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+B%C3%ACnh+%C4%90%E1%BB%8Bnh/data=!4m7!3m6!1s0x3168cfc13d831721:0x6adeb85cc894a565!8m2!3d14.3971237!4d109.0178425!16s%2Fg%2F11f15ht1rt!19sChIJIReDPcHPaDERZaWUyFy43mo?authuser=0&hl=vi&rclk=1,ChIJIReDPcHPaDERZaWUyFy43mo,7700795121491813733
13954067960,14.0546549,108.3295798,1,KM124+720 Gia Lai,Trạm thu phí Km 124+720 Quốc lộ 19,"14.05472, 108.3294748",Trạm thu phí Km 124+720 Quốc lộ 19,14.05472,108.3294748,0,"Hra, Gia Lai, Việt Nam",Trạm thu phí Km 124+720 Quốc lộ 19,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+124%2B720+Qu%E1%BB%91c+l%E1%BB%99+19/data=!4m7!3m6!1s0x316ebb0001f56dbb:0x56111d065d58e648!8m2!3d14.05472!4d108.3294748!16s%2Fg%2F11x0q_xdgw!19sChIJu231AQC7bjERSOZYXQYdEVY?authuser=0&hl=vi&rclk=1,ChIJu231AQC7bjERSOZYXQYdEVY,0x316ebb0001f56dbb:0x56111d065d58e648
8938682367,13.944511999783748,108.8577499,1,Trạm Thu phí Km 49+550 Quốc lộ 19,Trạm thu phí Tây Sơn,"13.944457, 108.857778",Trạm Thu phí Km 49+550 Quốc lộ 19,13.944457,108.857778,6.826256331841686,"WVV5+Q4J Trạm Thu phí Km 49+550 Quốc lộ 19, Bình Liên, Bình Khê, Gia Lai, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+49%2B550+Qu%E1%BB%91c+l%E1%BB%99+19/data=!4m7!3m6!1s0x316f21ab0426cb95:0xb40209057c93a604!8m2!3d13.9444574!4d108.8577785!16s%2Fg%2F11f4qbw89g!19sChIJlcsmBKshbzERBKaTfAUJArQ?authuser=0&hl=vi&rclk=1,ChIJlcsmBKshbzERBKaTfAUJArQ,12970939795949987332
10198842784,13.874361699775724,108.00810769999998,1,Gia Lai 1,Trạm Thu Phí Hàm Rồng,"13.874158, 108.008176",Trạm Thu Phí Chư Sê,13.874158,108.008176,23.82018971682017,"V2F5+P83 Trạm Thu Phí Chư Sê, Ia Băng, Gia Lai, Việt Nam",Trạm Thu Phí Hàm Rồng,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Ch%C6%B0+S%C3%AA/data=!4m7!3m6!1s0x316c27006c165c0f:0x7815f22896b9e796!8m2!3d13.8741578!4d108.0081757!16s%2Fg%2F11x6qnjphw!19sChIJD1wWbAAnbDERlue5lijyFXg?authuser=0&hl=vi&rclk=1,ChIJD1wWbAAnbDERlue5lijyFXg,8653088515203655574
6950227536,13.87136999977538,109.125348,1,Nam Bình Định,Trạm thu phí Nam Bình Định,"13.871314, 109.125422",Trạm thu phí Nam Bình Định,13.871314,109.125422,10.128651663807762,"V4CG+G5F Trạm Thu phí Nam Bình Định, AH1, An Nhơn Nam, Gia Lai, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Nam+B%C3%ACnh+%C4%90%E1%BB%8Bnh/data=!4m7!3m6!1s0x316f158e2d78bc5b:0x343baadefce11542!8m2!3d13.871314!4d109.1254223!16s%2Fg%2F11cm1sqjy1!19sChIJW7x4LY4VbzERQhXh_N6qOzQ?authuser=0&hl=vi&rclk=1,ChIJW7x4LY4VbzERQhXh_N6qOzQ,3763789788300252482
1156958867,13.703475792467366,109.1745154532575,1,Hầm Cù Mông,Trạm thu phí Hầm Cù Mông,"13.703552, 109.174479",Trạm thu phí hầm Cù Mông,13.703552,109.174479,9.344246856061655,"P53F+CQH Trạm thu phí hầm Cù Mông, khu vực 8, Quy Nhơn Tây, Gia Lai, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+h%E1%BA%A7m+C%C3%B9+M%C3%B4ng/data=!4m7!3m6!1s0x316f13389e5dfb65:0x272d2caee5252b88!8m2!3d13.7035521!4d109.1744789!16s%2Fg%2F11fk3d3hxq!19sChIJZftdnjgTbzERiCsl5a4sLSc?authuser=0&hl=vi&rclk=1,ChIJZftdnjgTbzERiCsl5a4sLSc,2822961671111519112
9921799661,13.413531099723944,108.09282399999998,1,Gia Lai 2,Trạm Thu phí Cầu 110,"13.413567, 108.092846",Trạm Thu phí Cầu 110,13.413567,108.092846,4.6473413244657085,"C37V+C4H Trạm Thu phí Cầu 110, AH17, Ia Le, Gia Lai, Việt Nam",Trạm Thu phí Cầu 110,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+110/data=!4m7!3m6!1s0x316e779daf93a009:0x6a8e9b9e0eda940f!8m2!3d13.4135667!4d108.0928463!16s%2Fg%2F11c72lsmj3!19sChIJCaCTr513bjERD5TaDp6bjmo?authuser=0&hl=vi&rclk=1,ChIJCaCTr513bjERD5TaDp6bjmo,7678245517869618191
8436783101,13.349179799716865,109.2081907,1,An Dân (Thạch Bàn),Trạm thu phí An Dân,"13.349334491398366, 109.20834670823218",Trạm thu phí An Dân,13.3493,109.208309,18.505506430420837,"86X5+P87 Trạm Thu phí An Dân, QL1A, Tuy An Bắc, Đắk Lắk, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+phi%CC%81+An+D%C3%A2n/data=!4m7!3m6!1s0x316f97f5d5f6dcdb:0x275f9ed572d5b048!8m2!3d13.3492996!4d109.2083086!16s%2Fg%2F11f2wfdyp0!19sChIJ29z21fWXbzERSLDVctWeXyc?authuser=0&hl=vi&rclk=1,ChIJ29z21fWXbzERSLDVctWeXyc,2837160929858531400
1177157173,12.90329032751639,109.36572994297042,1,Hầm Đèo Cả,Trạm thu phí Hầm Đèo Cả,"12.903225, 109.365703",Trạm thu phí Hầm Đèo Cả,12.903225,109.365703,7.829109633208753,"W938+77 Trạm Thu phí Hầm Đèo Cả, Hòa Xuân, Đắk Lắk, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%E1%BA%A7m+%C4%90%C3%A8o+C%E1%BA%A3/data=!4m7!3m6!1s0x316fe5b33809e3b5:0xbe2959acacd59cb!8m2!3d12.9032248!4d109.365703!16s%2Fg%2F11rqncv7b2!19sChIJteMJOLPlbzERy1nNypqV4gs?authuser=0&hl=vi&rclk=1,ChIJteMJOLPlbzERy1nNypqV4gs,856411371213773259
668471135,12.812885499659654,108.5116708,1,Ea Đar Đắk Lắk,Trạm thu phí Ea Đar,"12.812928129711333, 108.51157163251335",Trạm thu phí Ea Đar,12.812957,108.511572,13.340453050191217,"RG76+5JP Trạm Thu phí Ea Đar, Ea Đar, Ea Kar, Đắk Lắk, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ea+%C4%90ar/data=!4m7!3m6!1s0x3171df0024e23181:0xedbf03015eb4f5c!8m2!3d12.8129567!4d108.511572!16s%2Fg%2F11lmhftr8f!19sChIJgTHiJADfcTERXE_rFTDw2w4?authuser=0&hl=vi&rclk=1,ChIJgTHiJADfcTERXE_rFTDw2w4,1070713425747464028
10198600410,12.56122269963406,107.822395,1,Toàn Mỹ (Đắk Nông),Trạm Thu phí Toàn Mỹ 14 (Km 1807+500),"12.561158, 107.822379",Trạm Thu phí Toàn Mỹ 14 (Km 1807+500),12.561158,107.822379,7.400884254356375,"HR6C+FX6 Trạm Thu phí Toàn Mỹ 14 (Km 1807+500), AH17, Đắk Mil, Lâm Đồng, Việt Nam",Trạm Thu phí Toàn Mỹ 14 (Km 1807+500),https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+To%C3%A0n+M%E1%BB%B9+14+%28Km+1807%2B500%29/data=!4m7!3m6!1s0x31723d7d49a62fa1:0x9c3247a01095829f!8m2!3d12.561158!4d107.8223793!16s%2Fg%2F11clwlnqkc!19sChIJoS-mSX09cjERn4KVEKBHMpw?authuser=0&hl=vi&rclk=1,ChIJoS-mSX09cjERn4KVEKBHMpw,11255137171550864031
1178115953,12.50712116358481,109.0689016035974,1,Ninh Xuân (Khánh Hòa),Trạm thu phí Ninh Xuân,"12.507261, 109.068792",Trạm Thu phí Ninh Xuân,12.507261,109.068792,19.5790788915348,"G349+WG3 Trạm Thu phí Ninh Xuân, Phước Lâm, Tân Định, Khánh Hòa, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ninh+Xu%C3%A2n/data=!4m7!3m6!1s0x3170390034bbb6d5:0x301e226ef6443401!8m2!3d12.5072607!4d109.0687918!16s%2Fg%2F11w9h2tflr!19sChIJ1ba7NAA5cDERATRE9m4iHjA?authuser=0&hl=vi&rclk=1,ChIJ1ba7NAA5cDERATRE9m4iHjA,3467246623095272449
6860612354,12.444463499622486,109.1206085,1,Ninh Lộc,Trạm Thu Phí Ninh An (Ninh Lộc),"12.444329, 109.120564",Trạm thu phí Ninh Lộc,12.444329,109.120564,15.716859849945124,"C4VC+P6P Trạm Thu phí Ninh Lộc, AH1, Nam Ninh Hòa, Khánh Hòa, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ninh+L%E1%BB%99c/data=!4m7!3m6!1s0x317040ebc6892873:0x35e7b3cb040fb76b!8m2!3d12.4443288!4d109.1205638!16s%2Fg%2F11g8lv308h!19sChIJcyiJxutAcDERa7cPBMuz5zU?authuser=0&hl=vi&rclk=1,ChIJcyiJxutAcDERa7cPBMuz5zU,3884270888158213995
11910194124,12.254637199604115,109.0237223,1,Diên Khánh,Trạm Thu phí Diên Thọ,"12.254568240333409, 109.02367724417456",Trạm thu phí Diên Thọ,12.254518,109.0237874,15.023921230900193,"723F+RG3, Diên Thọ, Khánh Hòa, Việt Nam",Trạm thu phí Diên Thọ - Trạm Thu phí Nút giao Diên Khánh Km5+783,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Di%C3%AAn+Th%E1%BB%8D/data=!4m7!3m6!1s0x31705114234629c3:0x6fabcbccb12e32e0!8m2!3d12.254518!4d109.0237874!16s%2Fg%2F11vlvbk772!19sChIJwylGIxRRcDER4DIusczLq28?authuser=0&hl=vi&rclk=1,ChIJwylGIxRRcDER4DIusczLq28,0x31705114234629c3:0x6fabcbccb12e32e0
10826144165,12.188447599597843,107.6377142,1,Đắk Song,Trạm thu phí Đắk Song,"12.188442642142936, 107.6376385947736",Trạm thu phí Đắk Song,12.188389,107.637639,10.452844255238968,"5JQQ+932 Trạm Thu phí Đắk Song, QL14, Trường Xuân, Lâm Đồng, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BA%AFk+Song/data=!4m7!3m6!1s0x3173b50e4072701b:0x71e0ee2bb31561b0!8m2!3d12.1883894!4d107.6376395!16s%2Fg%2F11g9jdd5jv!19sChIJG3ByQA61czERsGEVsyvu4HE?authuser=0&hl=vi&rclk=1,ChIJG3ByQA61czERsGEVsyvu4HE,8205820392524571056
12645469228,12.178860399596942,109.0588927,1,Suối Dầu,Trạm Thu phí Cam Lâm,"12.178763, 109.058643",Trạm thu phí Suối Dầu,12.178763,109.058643,29.221605283893886,"53H5+MHQ Trạm Thu phí Suối Dầu, Suối Dầu, Khánh Hòa, Việt Nam",,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Su%E1%BB%91i+D%E1%BA%A7u/data=!4m7!3m6!1s0x317059002e72d7cf:0xe3782ade3166f961!8m2!3d12.1787627!4d109.0586434!16s%2Fg%2F11vwyh2tsx!19sChIJz9dyLgBZcDERYflmMd4qeOM?authuser=0&hl=vi&rclk=1,ChIJz9dyLgBZcDERYflmMd4qeOM,16390897977614858593
1482474233,12.057252676053531,109.12468686389896,1,Cam Lâm,Trạm Thu phí Cam Lâm,"12.057281278630265, 109.12461304550175",Trạm thu phí Cam Lâm,12.057288,109.1246321,7.133829696139927,"1998 Bãi Giếng - Trung Hiệp, Cam Lâm, Khánh Hòa, Việt Nam",,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cam+L%C3%A2m/@12.057288,109.1246321,17z/data=!3m1!4b1!4m6!3m5!1s0x3170f5005d14d789:0x93538b7077e7957f!8m2!3d12.057288!4d109.1246321!16s%2Fg%2F11vz7ttwy6?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3170f5005d14d789:0x93538b7077e7957f
1410065457,11.912202600854188,107.39056248469794,1,Cai Chanh,Trạm thu phí BOT Đắk Nông,"11.912173639623148, 107.39056392633772",Trạm thu phí Cai Chanh,11.9121874,107.3905139,5.549694453996088,"W96R+V6C, Quảng Tín, Lâm Đồng, Việt Nam",,"https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cai+Chanh/@11.9121874,107.3905139,17z/data=!3m1!4b1!4m6!3m5!1s0x3173a3074e16a48d:0xb547db8093c4d94a!8m2!3d11.9121874!4d107.3905139!16s%2Fg%2F11gy7fgyqd?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3173a3074e16a48d:0xb547db8093c4d94a
1482468510,11.880754049313992,109.09660342750368,1,Cam Ranh,Trạm Thu phí Cam Ranh,"11.880717977685979, 109.09663652137208",Trạm Thu phí Cam Thịnh Đông,11.880694,109.09664,7.773134859724061,"V3JW+7M Trạm Thu phí Cam Thịnh Đông, Nam Cam Ranh, Khánh Hòa, Việt Nam",Trạm Thu phí Cam Thịnh Đông - Trạm Thu phí Cam Ranh KM52 + 212,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cam+Th%E1%BB%8Bnh+%C4%90%C3%B4ng/data=!4m7!3m6!1s0x3170ed003b9d844b:0x7850d2e6466ae3e6!8m2!3d11.8806942!4d109.0966402!16s%2Fg%2F11vpy1f46r!19sChIJS4SdOwDtcDER5uNqRubSUHg?authuser=0&hl=vi&rclk=1,ChIJS4SdOwDtcDER5uNqRubSUHg,8669661169153926118
